case,status,reads_used,edge_limit,candidate_edges,qubo_variables,quadratic_terms,degree_penalty,length_target,length_penalty,gc_target_fraction,gc_penalty,mi_reward_scale,mi_score_mode,overlap_gc_method,backend,seed,energy,true_path_available,true_path_energy,energy_gap,ground_hit,valid_edge_path,single_path_layout,selected_edge_count,edge_count_violation,in_degree_violations,out_degree_violations,hard_violation,selected_adjacent_correct,selected_jump_correct,selected_wrong,anneal_sec,total_sec
1,ok,35,all,131,131,8515,1000.0,20000.0,0.0,0.49615,0.0,0.0,mi,average,openjij-sqa,40,2000.0,True,0.0,2000.0,False,False,False,34,0,0,2,2,14,20,0,8.116843451000008,8.121604851
2,ok,35,all,131,131,8515,1000.0,20000.0,0.0,0.49615,0.0,0.0,mi,average,openjij-sqa,41,2000.0,True,0.0,2000.0,False,False,False,33,1,1,0,2,10,23,0,5.520748076999993,5.526988177000007
3,ok,35,all,131,131,8515,1000.0,20000.0,1e-06,0.49615,0.0,0.0,mi,average,openjij-sqa,40,2121.0,True,0.0,2121.0,False,False,False,34,0,1,1,2,24,10,0,5.503845651000006,5.512462951000003
4,ok,35,all,131,131,8515,1000.0,20000.0,1e-06,0.49615,0.0,0.0,mi,average,openjij-sqa,41,1100.0,True,0.0,1100.0,False,False,False,34,0,1,0,1,19,15,0,5.4090011790000005,5.417527079999999
