case,status,reads_used,edge_limit,candidate_edges,qubo_variables,quadratic_terms,degree_penalty,length_target,length_penalty,gc_target_fraction,gc_penalty,mi_reward_scale,mi_score_mode,mi_min,mi_max,candidate_adjacent_edges,candidate_jump_edges,candidate_wrong_edges,adjacent_score_mean,jump_score_mean,wrong_score_mean,overlap_gc_method,backend,seed,energy,true_path_available,true_path_energy,energy_gap,ground_hit,valid_edge_path,single_path_layout,selected_edge_count,edge_count_violation,in_degree_violations,out_degree_violations,hard_violation,selected_adjacent_correct,selected_jump_correct,selected_wrong,truth_forward_edges,truth_gap_edges,truth_backward_edges,main_path_nodes,main_path_edges,main_path_start_rank,main_path_end_rank,main_path_missing_reads,main_path_max_jump,full_dna_recoverable,prunable_extra_edges,anneal_sec,total_sec
1,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,0.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,40,0.005407999618910253,True,0.005408009797065461,-1.017815520754084e-08,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,13.925173303000065,13.948220602999982
2,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,0.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,41,0.005407999618910253,True,0.005408009797065461,-1.017815520754084e-08,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.576449996000065,11.602426295999976
3,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,0.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,42,0.005407999618910253,True,0.005408009797065461,-1.017815520754084e-08,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.959377086000131,11.984106685999905
4,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,0.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,43,0.005407999618910253,True,0.005408009797065461,-1.017815520754084e-08,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.327975293999998,11.351738494000074
5,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,0.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,44,0.005407999618910253,True,0.005408009797065461,-1.017815520754084e-08,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.423514220000015,11.446857320000163
6,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,5.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,40,-463.90263014275115,True,-463.90263013381673,-8.93442120286636e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.99999234300003,12.025190743000167
7,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,5.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,41,-463.90263014275115,True,-463.90263013381673,-8.93442120286636e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.03842914500001,12.064396644999988
8,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,5.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,42,-463.90263014275115,True,-463.90263013381673,-8.93442120286636e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.510563642999841,11.535814342999856
9,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,5.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,43,-463.90263014275115,True,-463.90263013381673,-8.93442120286636e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.602524470999924,11.62749707099988
10,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,5.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,44,-463.90263014275115,True,-463.90263013381673,-8.93442120286636e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.434101412000018,11.459402612000076
11,ok,70,all,270,270,36315,120.0,37500.0,2e-06,0.65,0.0,10.0,raw_mi,1.2388337247216876,1.4637977051963216,69,201,0,1.3446609801254956,1.348660100696333,,average,openjij-sqa,40,-927.8106682862854,True,-927.8106682764924,-9.792984201340005e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.59892028299987,11.642374883000002
