case,status,model,reads_used,genome_len,candidate_edges,qubo_variables,quadratic_terms,seed,energy,true_path_available,true_path_energy,energy_gap,ground_hit,valid_edge_path,selected_edge_count,edge_count_violation,in_degree_violations,out_degree_violations,selected_adjacent_correct,selected_jump_correct,selected_wrong,adjacent_recall,old_count_penalty,old_degree_penalty,old_reward_scale,pdf_a_penalty,pdf_b_length_penalty,pdf_c_gc_penalty,pdf_d_mi_reward_scale,mi_min,mi_max,anneal_sec,total_sec
1,ok,pdf_A_B,200,102500,798,798,318003,40,0.0,True,0.0,0.0,True,True,199,0,0,0,199,0,0,1.0,,,,120.0,2e-06,0.0,0.0,499.99999999999994,2500.0,40.96426724999992,41.12468675399998
2,ok,pdf_A_B,200,102500,798,798,318003,41,0.0,True,0.0,0.0,True,True,199,0,0,0,199,0,0,1.0,,,,120.0,2e-06,0.0,0.0,499.99999999999994,2500.0,42.48903824000001,42.66751343999999
3,ok,pdf_A_B,220,112500,879,879,385881,40,0.0,True,0.0,0.0,True,True,219,0,0,0,219,0,0,1.0,,,,120.0,2e-06,0.0,0.0,499.99999999999994,2500.0,47.817591494,48.01498879300004
4,ok,pdf_A_B,220,112500,879,879,385881,41,0.0,True,0.0,0.0,True,True,219,0,0,0,219,0,0,1.0,,,,120.0,2e-06,0.0,0.0,499.99999999999994,2500.0,48.95331033399998,49.18337183599999
