case,status,reads_used,edge_limit,candidate_edges,qubo_variables,quadratic_terms,degree_penalty,length_target,length_penalty,gc_target_fraction,gc_penalty,mi_reward_scale,mi_score_mode,overlap_gc_method,backend,seed,energy,true_path_available,true_path_energy,energy_gap,ground_hit,valid_edge_path,single_path_layout,selected_edge_count,edge_count_violation,in_degree_violations,out_degree_violations,hard_violation,selected_adjacent_correct,selected_jump_correct,selected_wrong,anneal_sec,total_sec
1,ok,35,all,131,131,8515,100.0,20000.0,1e-06,0.49615,0.0,0.0,mi,average,builtin,40,900.0,True,0.0,900.0,False,False,False,34,0,2,3,5,14,20,0,2.035262326999998,2.040790625999989
2,ok,35,all,131,131,8515,100.0,20000.0,1e-06,0.49615,0.0,0.0,mi,average,builtin,41,769.0,True,0.0,769.0,False,False,False,34,0,4,2,6,19,15,0,2.4269083939999803,2.4319911929999876
