case,status,reads_used,edge_limit,candidate_edges,qubo_variables,quadratic_terms,degree_penalty,length_target,length_penalty,gc_target_fraction,gc_penalty,mi_reward_scale,mi_score_mode,mi_min,mi_max,candidate_adjacent_edges,candidate_jump_edges,candidate_wrong_edges,adjacent_score_mean,jump_score_mean,wrong_score_mean,overlap_gc_method,backend,seed,energy,true_path_available,true_path_energy,energy_gap,ground_hit,valid_edge_path,single_path_layout,selected_edge_count,edge_count_violation,in_degree_violations,out_degree_violations,hard_violation,selected_adjacent_correct,selected_jump_correct,selected_wrong,truth_forward_edges,truth_gap_edges,truth_backward_edges,main_path_nodes,main_path_edges,main_path_start_rank,main_path_end_rank,main_path_missing_reads,main_path_max_jump,full_dna_recoverable,prunable_extra_edges,anneal_sec,total_sec
1,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,0.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,40,1.7999671399593353e-05,True,1.8001497664954513e-05,-1.82626536116004e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,15.015290078000007,15.037384574
2,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,0.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,41,1.7999671399593353e-05,True,1.8001497664954513e-05,-1.82626536116004e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.885684724,11.910719823000008
3,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,0.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,42,1.7999671399593353e-05,True,1.8001497664954513e-05,-1.82626536116004e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.897912692000006,11.923291890999991
4,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,0.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,43,1.7999671399593353e-05,True,1.8001497664954513e-05,-1.82626536116004e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,11.86696487799999,11.892133181999995
5,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,0.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,44,1.7999671399593353e-05,True,1.8001497664954513e-05,-1.82626536116004e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.726966787999999,12.752468187999995
6,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,1.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,40,-113.33536437875591,True,-113.33536437786097,-8.949427865445614e-10,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.454058944000025,12.481871944999995
7,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,1.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,41,-113.33536437875591,True,-113.33536437786097,-8.949427865445614e-10,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,13.760156934000008,13.784426435
8,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,1.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,42,-113.33536437875591,True,-113.33536437786097,-8.949427865445614e-10,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.904685199999989,12.930078099999974
9,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,1.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,43,-113.33536437875591,True,-113.33536437786097,-8.949427865445614e-10,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.454271452,12.478110052000005
10,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,1.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,44,-113.33536437875591,True,-113.33536437786097,-8.949427865445614e-10,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.38070554700002,12.405933147000013
11,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,2.5,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,40,-283.33843794767745,True,-283.3384379465497,-1.127773430198431e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.338248886000002,12.364923686999987
12,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,2.5,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,41,-283.33843794767745,True,-283.3384379465497,-1.127773430198431e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.83500705199998,12.86315485199998
13,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,2.5,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,42,-283.33843794767745,True,-283.3384379465497,-1.127773430198431e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,14.132889870999975,14.159162971
14,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,2.5,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,43,-283.33843794767745,True,-283.3384379465497,-1.127773430198431e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,18.997939066000015,19.04797727000002
15,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,2.5,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,44,-283.33843794767745,True,-283.3384379465497,-1.127773430198431e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.846889446999967,12.87292464699999
16,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,5.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,40,-566.6768938950263,True,-566.6768938938985,-1.127773430198431e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.506575671999997,12.532925071999955
17,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,5.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,41,-566.6768938950263,True,-566.6768938938985,-1.127773430198431e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.304343251000034,12.330360051000014
18,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,5.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,42,-566.6768938950263,True,-566.6768938938985,-1.127773430198431e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.12838702900001,12.156465930000024
19,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,5.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,43,-566.6768938950263,True,-566.6768938938985,-1.127773430198431e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.523421031999987,12.549032331999967
20,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,5.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,44,-566.6768938950263,True,-566.6768938938985,-1.127773430198431e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,14.445655882999972,14.472561684000027
21,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,10.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,40,-1133.3538057918195,True,-1133.3538057894111,-2.408341970294714e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.146017346999997,12.170285247000038
22,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,10.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,41,-1133.3538057918195,True,-1133.3538057894111,-2.408341970294714e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.055466088999992,12.082059088999983
23,ok,70,all,273,273,37128,120.0,37500.0,2e-06,0.65,0.0,10.0,raw_mi,1.556092750947947,1.7509342927465659,69,204,0,1.642541773610031,1.644531997736418,,average,openjij-sqa,42,-1133.3538057918195,True,-1133.3538057894111,-2.408341970294714e-09,True,True,True,69,0,0,0,0,69,0,0,69,0,0,70,69,0,69,0,1,True,0,12.777139796000029,12.804402793000008
