case,status,backend,read_penalty,position_penalty,missing_penalty,reward_scale,beta,trotter,annealer_seed,energy,true_energy,energy_gap,valid,read_violations,position_violations,missing_edge_count,connected_layout,acceptable_connected_layout,missing_edge_cost,adjacent_correct,wrong_adjacencies,inversions,anneal_sec,total_sec
164,ok,openjij-sqa,150.0,150.0,100.0,10.0,default,32,43,104.0,-150.0,254.0,True,0,0,2,False,True,200.0,4,11,26,4.856459511007415,4.859058410991565
165,ok,openjij-sqa,150.0,150.0,100.0,10.0,default,32,44,100.0,-150.0,250.0,True,0,0,2,False,True,200.0,5,10,42,4.712418708004407,4.715065908007091
166,ok,openjij-sqa,150.0,150.0,100.0,15.0,default,32,40,-71.0,-225.0,154.0,True,0,0,1,False,True,100.0,4,11,37,4.926522665002267,4.929131764991325
167,ok,openjij-sqa,150.0,150.0,100.0,15.0,default,32,41,144.0,-225.0,369.0,True,0,0,3,False,False,300.0,6,9,28,4.7279406410088995,4.730563641001936
168,ok,openjij-sqa,150.0,150.0,100.0,15.0,default,32,42,29.0,-225.0,254.0,True,0,0,2,False,True,200.0,6,9,65,4.688523403005092,4.691083703000913
169,ok,openjij-sqa,150.0,150.0,100.0,15.0,default,32,43,250.0,-225.0,475.0,True,0,0,4,False,False,400.0,7,8,89,4.726668404997326,4.729625705003855
170,ok,openjij-sqa,150.0,150.0,100.0,15.0,default,32,44,38.0,-225.0,263.0,True,0,0,2,False,True,200.0,6,9,52,4.734172006996232,4.736822707011015
171,ok,openjij-sqa,150.0,150.0,100.0,20.0,default,32,40,-8.0,-300.0,292.0,True,0,0,2,False,True,200.0,6,9,44,4.689871251001023,4.692543551005656
172,ok,openjij-sqa,150.0,150.0,100.0,20.0,default,32,41,-128.0,-300.0,172.0,True,0,0,1,False,True,100.0,5,10,24,4.678238609994878,4.681490210001357
173,ok,openjij-sqa,150.0,150.0,100.0,20.0,default,32,42,24.0,-300.0,324.0,True,0,0,2,False,True,200.0,3,12,50,4.722386793000624,4.725472792997607
174,ok,openjij-sqa,150.0,150.0,100.0,20.0,default,32,43,208.0,-300.0,508.0,True,0,0,4,False,False,400.0,8,7,82,4.69384630600689,4.697143505996792
175,ok,openjij-sqa,150.0,150.0,100.0,20.0,default,32,44,-124.0,-300.0,176.0,True,0,0,1,False,True,100.0,5,10,25,4.685385506003513,4.687998305991641
176,ok,openjij-sqa,150.0,150.0,100.0,25.0,default,32,40,-100.0,-375.0,275.0,True,0,0,2,False,True,200.0,9,6,16,4.754519518988673,4.757502919004764
177,ok,openjij-sqa,150.0,150.0,100.0,25.0,default,32,41,-55.0,-375.0,320.0,True,0,0,2,False,True,200.0,6,9,51,5.0179800350015284,5.020569134998368
178,ok,openjij-sqa,150.0,150.0,100.0,25.0,default,32,42,-195.0,-375.0,180.0,True,0,0,1,False,True,100.0,8,7,17,5.058189707997371,5.060760808002669
179,ok,openjij-sqa,150.0,150.0,100.0,25.0,default,32,43,-20.0,-375.0,355.0,True,0,0,2,False,True,200.0,3,12,43,5.4549068869964685,5.457476287003374
180,ok,openjij-sqa,150.0,150.0,100.0,25.0,default,32,44,-40.0,-375.0,335.0,True,0,0,2,False,True,200.0,6,9,42,4.749775657008286,4.752388957000221
181,ok,openjij-sqa,150.0,150.0,120.0,10.0,default,32,40,130.0,-150.0,280.0,True,0,0,2,False,True,240.0,7,8,34,5.1367138770001475,5.139294677006546
182,ok,openjij-sqa,150.0,150.0,120.0,10.0,default,32,41,264.0,-150.0,414.0,True,0,0,3,False,False,360.0,5,10,84,4.896552189995418,4.89913768999395
183,ok,openjij-sqa,150.0,150.0,120.0,10.0,default,32,42,136.0,-150.0,286.0,True,0,0,2,False,True,240.0,5,10,56,5.0257955029956065,5.0283298029971775
184,ok,openjij-sqa,150.0,150.0,120.0,10.0,default,32,43,-8.0,-150.0,142.0,True,0,0,1,False,True,120.0,9,6,7,5.391888703001314,5.394721603006474
185,ok,openjij-sqa,150.0,150.0,120.0,10.0,default,32,44,6.0,-150.0,156.0,True,0,0,1,False,True,120.0,7,8,26,4.769379801989999,4.772408001997974
186,ok,openjij-sqa,150.0,150.0,120.0,15.0,default,32,40,72.0,-225.0,297.0,True,0,0,2,False,True,240.0,6,9,24,4.724920503998874,4.727472704005777
187,ok,openjij-sqa,150.0,150.0,120.0,15.0,default,32,41,-66.0,-225.0,159.0,True,0,0,1,False,True,120.0,10,5,13,5.879657109995605,5.882237309997436
188,ok,openjij-sqa,150.0,150.0,120.0,15.0,default,32,42,87.0,-225.0,312.0,True,0,0,2,False,True,240.0,4,11,36,9.661256438004784,9.664468837989261
189,ok,openjij-sqa,150.0,150.0,120.0,15.0,default,32,43,69.0,-225.0,294.0,True,0,0,2,False,True,240.0,8,7,58,6.467020327996579,6.469590228007291
190,ok,openjij-sqa,150.0,150.0,120.0,15.0,default,32,44,90.0,-225.0,315.0,True,0,0,2,False,True,240.0,4,11,24,4.711242713005049,4.714132013003109
191,ok,openjij-sqa,150.0,150.0,120.0,20.0,default,32,40,16.0,-300.0,316.0,True,0,0,2,False,True,240.0,8,7,32,4.764179912002874,4.767363111997838
192,ok,openjij-sqa,150.0,150.0,120.0,20.0,default,32,41,136.0,-300.0,436.0,True,0,0,3,False,False,360.0,9,6,49,4.66065511200577,4.663235912012169
193,ok,openjij-sqa,150.0,150.0,120.0,20.0,default,32,42,-128.0,-300.0,172.0,True,0,0,1,False,True,120.0,8,7,40,4.6689575069904095,4.671564906995627
194,ok,openjij-sqa,150.0,150.0,120.0,20.0,default,32,43,-112.0,-300.0,188.0,True,0,0,1,False,True,120.0,7,8,33,4.6702194009994855,4.672845000997768
195,ok,openjij-sqa,150.0,150.0,120.0,20.0,default,32,44,16.0,-300.0,316.0,True,0,0,2,False,True,240.0,8,7,63,4.704457091007498,4.707007290999172
196,ok,openjij-sqa,150.0,150.0,120.0,25.0,default,32,40,-20.0,-375.0,355.0,True,0,0,2,False,True,240.0,5,10,61,4.900899309999659,4.90346621000208
197,ok,openjij-sqa,150.0,150.0,120.0,25.0,default,32,41,85.0,-375.0,460.0,True,0,0,3,False,False,360.0,8,7,70,4.738906020997092,4.741440020996379
198,ok,openjij-sqa,150.0,150.0,120.0,25.0,default,32,42,-55.0,-375.0,320.0,True,0,0,2,False,True,240.0,8,7,60,4.813544481003191,4.816125480996561
199,ok,openjij-sqa,150.0,150.0,120.0,25.0,default,32,43,-190.0,-375.0,185.0,True,0,0,1,False,True,120.0,7,8,21,4.801682469013031,4.804395870000008
200,ok,openjij-sqa,150.0,150.0,120.0,25.0,default,32,44,-25.0,-375.0,350.0,True,0,0,2,False,True,240.0,5,10,44,4.855722351014265,4.874887451005634
201,ok,openjij-sqa,150.0,150.0,140.0,10.0,default,32,40,170.0,-150.0,320.0,True,0,0,2,False,True,280.0,7,8,57,4.720800031995168,4.724026331998175
202,ok,openjij-sqa,150.0,150.0,140.0,10.0,default,32,41,182.0,-150.0,332.0,True,0,0,2,False,True,280.0,3,12,50,4.729857725993497,4.732415325997863
203,ok,openjij-sqa,150.0,150.0,140.0,10.0,default,32,42,176.0,-150.0,326.0,True,0,0,2,False,True,280.0,3,12,48,4.6621936120063765,4.665531111997552
204,ok,openjij-sqa,150.0,150.0,140.0,10.0,default,32,43,10.0,-150.0,160.0,True,0,0,1,False,True,140.0,10,5,5,4.739955095996265,4.74289069599763
205,ok,openjij-sqa,150.0,150.0,140.0,10.0,default,32,44,184.0,-150.0,334.0,True,0,0,2,False,True,280.0,3,12,44,4.735551758989459,4.73839725900325
206,ok,openjij-sqa,150.0,150.0,140.0,15.0,default,32,40,121.0,-225.0,346.0,True,0,0,2,False,True,280.0,6,9,16,4.924280209001154,4.927061109003262
207,ok,openjij-sqa,150.0,150.0,140.0,15.0,default,32,41,124.0,-225.0,349.0,True,0,0,2,False,True,280.0,5,10,48,4.839443984994432,4.842004385005566
208,ok,openjij-sqa,150.0,150.0,140.0,15.0,default,32,42,-34.0,-225.0,191.0,True,0,0,1,False,True,140.0,8,7,28,4.677255515998695,4.679855716007296
209,ok,openjij-sqa,150.0,150.0,140.0,15.0,default,32,43,106.0,-225.0,331.0,True,0,0,2,False,True,280.0,9,6,7,4.709434620002867,4.712107320010546
210,ok,openjij-sqa,150.0,150.0,140.0,15.0,default,32,44,115.0,-225.0,340.0,True,0,0,2,False,True,280.0,7,8,34,5.002290229997016,5.004841529997066
211,ok,openjij-sqa,150.0,150.0,140.0,20.0,default,32,40,72.0,-300.0,372.0,True,0,0,2,False,True,280.0,5,10,28,4.711994940997101,4.714688041000045
212,ok,openjij-sqa,150.0,150.0,140.0,20.0,default,32,41,68.0,-300.0,368.0,False,0,2,2,False,True,280.0,4,11,31,4.706677946000127,4.709215146009228
213,ok,openjij-sqa,150.0,150.0,140.0,20.0,default,32,42,52.0,-300.0,352.0,True,0,0,2,False,True,280.0,8,7,42,4.65556078699592,4.658554187000846
214,ok,openjij-sqa,150.0,150.0,140.0,20.0,default,32,43,-84.0,-300.0,216.0,True,0,0,1,False,True,140.0,4,11,23,4.656565479992423,4.659880279999925
215,ok,openjij-sqa,150.0,150.0,140.0,20.0,default,32,44,236.0,-300.0,536.0,False,0,2,3,False,False,420.0,3,12,31,4.93901025300147,4.94174465299875
216,ok,openjij-sqa,150.0,150.0,140.0,25.0,default,32,40,25.0,-375.0,400.0,True,0,0,2,False,True,280.0,5,10,51,4.701134811999509,4.703724612001679
217,ok,openjij-sqa,150.0,150.0,140.0,25.0,default,32,41,50.0,-375.0,425.0,True,0,0,2,False,True,280.0,2,13,45,4.668909283995163,4.671649184005219
218,ok,openjij-sqa,150.0,150.0,140.0,25.0,default,32,42,40.0,-375.0,415.0,True,0,0,2,False,True,280.0,4,11,38,4.690866387987626,4.693663587997435
219,ok,openjij-sqa,150.0,150.0,140.0,25.0,default,32,43,-15.0,-375.0,360.0,True,0,0,2,False,True,280.0,9,6,77,5.582630468998104,5.585886268992908
220,ok,openjij-sqa,150.0,150.0,140.0,25.0,default,32,44,0.0,-375.0,375.0,True,0,0,2,False,True,280.0,9,6,65,4.743288426994695,4.74592602699704
221,ok,openjij-sqa,150.0,150.0,160.0,10.0,default,32,40,40.0,-150.0,190.0,True,0,0,1,False,True,160.0,7,8,40,4.710592443996575,4.7131174440000905
222,ok,openjij-sqa,150.0,150.0,160.0,10.0,default,32,41,168.0,-150.0,318.0,False,0,2,2,False,True,320.0,6,9,18,4.722449453009176,4.7249937529995805
223,ok,openjij-sqa,150.0,150.0,160.0,10.0,default,32,42,226.0,-150.0,376.0,True,0,0,2,False,True,320.0,6,9,29,4.786112243993557,4.788689444001648
224,ok,openjij-sqa,150.0,150.0,160.0,10.0,default,32,43,218.0,-150.0,368.0,True,0,0,2,False,True,320.0,5,10,39,4.70754155900795,4.710113359004026
225,ok,openjij-sqa,150.0,150.0,160.0,10.0,default,32,44,214.0,-150.0,364.0,True,0,0,2,False,True,320.0,4,11,33,4.80308329500258,4.8058971949940315
226,ok,openjij-sqa,150.0,150.0,160.0,15.0,default,32,40,155.0,-225.0,380.0,True,0,0,2,False,True,320.0,8,7,50,4.829950995001127,4.832732294991729
227,ok,openjij-sqa,150.0,150.0,160.0,15.0,default,32,41,146.0,-225.0,371.0,True,0,0,2,False,True,320.0,9,6,39,4.678527595999185,4.681052596002701
228,ok,openjij-sqa,150.0,150.0,160.0,15.0,default,32,42,330.0,-225.0,555.0,True,0,0,3,False,False,480.0,4,11,55,4.738441787994816,4.741121487997589
229,ok,openjij-sqa,150.0,150.0,160.0,15.0,default,32,43,268.0,-225.0,493.0,False,0,2,3,False,False,480.0,9,6,24,4.756715783994878,4.759282284008805
230,ok,openjij-sqa,150.0,150.0,160.0,15.0,default,32,44,123.0,-225.0,348.0,False,0,2,2,False,True,320.0,4,11,39,4.837418271999923,4.8402284720068565
231,ok,openjij-sqa,150.0,150.0,160.0,20.0,default,32,40,-100.0,-300.0,200.0,True,0,0,1,False,True,160.0,11,4,22,4.804620795999654,4.807606096001109
232,ok,openjij-sqa,150.0,150.0,160.0,20.0,default,32,41,268.0,-300.0,568.0,True,0,0,3,False,False,480.0,8,7,90,4.684069212991744,4.686637712991796
233,ok,openjij-sqa,150.0,150.0,160.0,20.0,default,32,42,-68.0,-300.0,232.0,True,0,0,1,False,True,160.0,6,9,25,5.183150234995992,5.185854534996906
234,ok,openjij-sqa,150.0,150.0,160.0,20.0,default,32,43,-72.0,-300.0,228.0,True,0,0,1,False,True,160.0,7,8,31,5.019617333993665,5.0225200340064475
235,ok,openjij-sqa,150.0,150.0,160.0,20.0,default,32,44,108.0,-300.0,408.0,True,0,0,2,False,True,320.0,6,9,19,4.970365528992261,4.973053029010771
236,ok,openjij-sqa,150.0,150.0,160.0,25.0,default,32,40,30.0,-375.0,405.0,True,0,0,2,False,True,320.0,8,7,58,5.439185003997409,5.44189500399807
237,ok,openjij-sqa,150.0,150.0,160.0,25.0,default,32,41,25.0,-375.0,400.0,True,0,0,2,False,True,320.0,10,5,51,5.038566396993701,5.041290296998341
238,ok,openjij-sqa,150.0,150.0,160.0,25.0,default,32,42,25.0,-375.0,400.0,True,0,0,2,False,True,320.0,9,6,45,4.774797400998068,4.777379801002098
239,ok,openjij-sqa,150.0,150.0,160.0,25.0,default,32,43,-145.0,-375.0,230.0,True,0,0,1,False,True,160.0,10,5,52,5.162411091994727,5.165047692004009
240,ok,openjij-sqa,150.0,150.0,160.0,25.0,default,32,44,50.0,-375.0,425.0,True,0,0,2,False,True,320.0,7,8,15,4.879806085999007,4.882410486010485
241,ok,openjij-sqa,200.0,200.0,100.0,10.0,default,32,40,220.0,-150.0,370.0,True,0,0,3,False,False,300.0,3,12,37,4.640024698994239,4.6425855989946285
242,ok,openjij-sqa,200.0,200.0,100.0,10.0,default,32,41,202.0,-150.0,352.0,True,0,0,3,False,False,300.0,4,11,59,9.902492672001245,9.905122272000881
243,ok,openjij-sqa,200.0,200.0,100.0,10.0,default,32,42,208.0,-150.0,358.0,True,0,0,3,False,False,300.0,4,11,25,8.599085160996765,8.601573360996554
244,ok,openjij-sqa,200.0,200.0,100.0,10.0,default,32,43,-14.0,-150.0,136.0,True,0,0,1,False,True,100.0,7,8,39,4.753469793999102,4.755966394004645
245,ok,openjij-sqa,200.0,200.0,100.0,10.0,default,32,44,96.0,-150.0,246.0,True,0,0,2,False,True,200.0,7,8,30,4.771432096007629,4.774208596005337
246,ok,openjij-sqa,200.0,200.0,100.0,15.0,default,32,40,171.0,-225.0,396.0,True,0,0,3,False,False,300.0,3,12,28,4.653404982003849,4.6559294820035575
247,ok,openjij-sqa,200.0,200.0,100.0,15.0,default,32,41,56.0,-225.0,281.0,True,0,0,2,False,True,200.0,2,13,57,4.7716514880012255,4.77425208799832
248,ok,openjij-sqa,200.0,200.0,100.0,15.0,default,32,42,44.0,-225.0,269.0,True,0,0,2,False,True,200.0,4,11,19,4.7306111979996786,4.748646998006734
249,ok,openjij-sqa,200.0,200.0,100.0,15.0,default,32,43,147.0,-225.0,372.0,True,0,0,3,False,False,300.0,5,10,39,4.678337902005296,4.680906902009156
250,ok,openjij-sqa,200.0,200.0,100.0,15.0,default,32,44,144.0,-225.0,369.0,True,0,0,3,False,False,300.0,6,9,82,4.682593702993472,4.6854849030059995
251,ok,openjij-sqa,200.0,200.0,100.0,20.0,default,32,40,-4.0,-300.0,296.0,True,0,0,2,False,True,200.0,5,10,65,4.747406398993917,4.74995779900928
252,ok,openjij-sqa,200.0,200.0,100.0,20.0,default,32,41,96.0,-300.0,396.0,True,0,0,3,False,False,300.0,7,8,75,4.912637499000994,4.915220699011115
253,ok,openjij-sqa,200.0,200.0,100.0,20.0,default,32,42,-28.0,-300.0,272.0,True,0,0,2,False,True,200.0,9,6,66,4.79872689700278,4.801263296991237
254,ok,openjij-sqa,200.0,200.0,100.0,20.0,default,32,43,100.0,-300.0,400.0,True,0,0,3,False,False,300.0,5,10,19,4.9265127969993046,4.929159897001227
255,ok,openjij-sqa,200.0,200.0,100.0,20.0,default,32,44,12.0,-300.0,312.0,True,0,0,2,False,True,200.0,3,12,24,4.943051595997531,4.945741696006735
256,ok,openjij-sqa,200.0,200.0,100.0,25.0,default,32,40,-70.0,-375.0,305.0,True,0,0,2,False,True,200.0,6,9,64,4.907514198013814,4.910144898007275
257,ok,openjij-sqa,200.0,200.0,100.0,25.0,default,32,41,45.0,-375.0,420.0,True,0,0,3,False,False,300.0,6,9,50,10.67857894199551,10.681299642004888
258,ok,openjij-sqa,200.0,200.0,100.0,25.0,default,32,42,-70.0,-375.0,305.0,True,0,0,2,False,True,200.0,5,10,18,5.1795301899983315,5.1831068900064565
259,ok,openjij-sqa,200.0,200.0,100.0,25.0,default,32,43,-180.0,-375.0,195.0,True,0,0,1,False,True,100.0,6,9,30,4.5393524690007325,4.542067868998856
260,ok,openjij-sqa,200.0,200.0,100.0,25.0,default,32,44,35.0,-375.0,410.0,True,0,0,3,False,False,300.0,7,8,45,4.732510329995421,4.735026330003166
261,ok,openjij-sqa,200.0,200.0,120.0,10.0,default,32,40,128.0,-150.0,278.0,True,0,0,2,False,True,240.0,7,8,63,4.567023873998551,4.570248473988613
262,ok,openjij-sqa,200.0,200.0,120.0,10.0,default,32,41,128.0,-150.0,278.0,True,0,0,2,False,True,240.0,8,7,14,5.029128596986993,5.03173069699551
263,ok,openjij-sqa,200.0,200.0,120.0,10.0,default,32,42,262.0,-150.0,412.0,True,0,0,3,False,False,360.0,4,11,10,5.973580593999941,5.976055393999559
264,ok,openjij-sqa,200.0,200.0,120.0,10.0,default,32,43,122.0,-150.0,272.0,True,0,0,2,False,True,240.0,8,7,68,6.998644196995883,7.001478197009419
265,ok,openjij-sqa,200.0,200.0,120.0,10.0,default,32,44,400.0,-150.0,550.0,True,0,0,4,False,False,480.0,4,11,65,7.8189491959929,7.821497395998449
266,ok,openjij-sqa,200.0,200.0,120.0,15.0,default,32,40,-51.0,-225.0,174.0,True,0,0,1,False,True,120.0,6,9,31,6.701414698996814,6.704670599006931
267,ok,openjij-sqa,200.0,200.0,120.0,15.0,default,32,41,87.0,-225.0,312.0,True,0,0,2,False,True,240.0,4,11,26,4.438313601989648,4.441193001999636
268,ok,openjij-sqa,200.0,200.0,120.0,15.0,default,32,42,75.0,-225.0,300.0,True,0,0,2,False,True,240.0,8,7,58,4.527957615995547,4.53048901600414
269,ok,openjij-sqa,200.0,200.0,120.0,15.0,default,32,43,93.0,-225.0,318.0,True,0,0,2,False,True,240.0,5,10,17,4.528717713998049,4.531315113999881
270,ok,openjij-sqa,200.0,200.0,120.0,15.0,default,32,44,84.0,-225.0,309.0,True,0,0,2,False,True,240.0,4,11,37,4.423852409992833,4.426385010010563
271,ok,openjij-sqa,200.0,200.0,120.0,20.0,default,32,40,136.0,-300.0,436.0,True,0,0,3,False,False,360.0,10,5,36,4.569305105993408,4.571961705994909
272,ok,openjij-sqa,200.0,200.0,120.0,20.0,default,32,41,44.0,-300.0,344.0,True,0,0,2,False,True,240.0,3,12,52,4.470953498996096,4.473578899007407
273,ok,openjij-sqa,200.0,200.0,120.0,20.0,default,32,42,152.0,-300.0,452.0,True,0,0,3,False,False,360.0,6,9,22,4.69284059900383,4.695637198994518
274,ok,openjij-sqa,200.0,200.0,120.0,20.0,default,32,43,-112.0,-300.0,188.0,True,0,0,1,False,True,120.0,6,9,40,4.396165597994695,4.399115398002323
275,ok,openjij-sqa,200.0,200.0,120.0,20.0,default,32,44,44.0,-300.0,344.0,True,0,0,2,False,True,240.0,3,12,33,4.6518282769975485,4.654435777003528
276,ok,openjij-sqa,200.0,200.0,120.0,25.0,default,32,40,120.0,-375.0,495.0,True,0,0,3,False,False,360.0,5,10,56,4.430669477005722,4.433295976996305
277,ok,openjij-sqa,200.0,200.0,120.0,25.0,default,32,41,-20.0,-375.0,355.0,True,0,0,2,False,True,240.0,6,9,65,4.3660176929988666,4.368507592997048
278,ok,openjij-sqa,200.0,200.0,120.0,25.0,default,32,42,-50.0,-375.0,325.0,True,0,0,2,False,True,240.0,9,6,19,4.517747796009644,4.521046096007922
279,ok,openjij-sqa,200.0,200.0,120.0,25.0,default,32,43,-170.0,-375.0,205.0,True,0,0,1,False,True,120.0,6,9,22,4.490352800989058,4.493006100994535
280,ok,openjij-sqa,200.0,200.0,120.0,25.0,default,32,44,110.0,-375.0,485.0,True,0,0,3,False,False,360.0,7,8,15,5.6010283950017765,5.60359699500259
281,ok,openjij-sqa,200.0,200.0,140.0,10.0,default,32,40,190.0,-150.0,340.0,True,0,0,2,False,True,280.0,3,12,34,4.39875029399991,4.401471193996258
282,ok,openjij-sqa,200.0,200.0,140.0,10.0,default,32,41,176.0,-150.0,326.0,True,0,0,2,False,True,280.0,4,11,57,4.5298576959903585,4.532468696008436
283,ok,openjij-sqa,200.0,200.0,140.0,10.0,default,32,42,18.0,-150.0,168.0,True,0,0,1,False,True,140.0,9,6,35,6.929836595008965,6.932627994989161
284,ok,openjij-sqa,200.0,200.0,140.0,10.0,default,32,43,180.0,-150.0,330.0,True,0,0,2,False,True,280.0,5,10,50,11.48148739199678,11.48482589199557
285,ok,openjij-sqa,200.0,200.0,140.0,10.0,default,32,44,6.0,-150.0,156.0,True,0,0,1,False,True,140.0,13,2,15,8.213222095000674,8.21642979500757
286,ok,openjij-sqa,200.0,200.0,140.0,15.0,default,32,40,267.0,-225.0,492.0,True,0,0,3,False,False,420.0,8,7,81,4.388578212005086,4.391191511997022
287,ok,openjij-sqa,200.0,200.0,140.0,15.0,default,32,41,279.0,-225.0,504.0,True,0,0,3,False,False,420.0,4,11,30,4.633486616003211,4.636021915997844
288,ok,openjij-sqa,200.0,200.0,140.0,15.0,default,32,42,112.0,-225.0,337.0,True,0,0,2,False,True,280.0,8,7,16,4.434393830000772,4.436958129997947
289,ok,openjij-sqa,200.0,200.0,140.0,15.0,default,32,43,136.0,-225.0,361.0,True,0,0,2,False,True,280.0,4,11,36,4.424518724001246,4.427074424005696
290,ok,openjij-sqa,200.0,200.0,140.0,15.0,default,32,44,130.0,-225.0,355.0,True,0,0,2,False,True,280.0,6,9,35,4.454781299995375,4.457467300002463
291,ok,openjij-sqa,200.0,200.0,140.0,20.0,default,32,40,84.0,-300.0,384.0,True,0,0,2,False,True,280.0,5,10,52,4.425398798994138,4.428236399005982
292,ok,openjij-sqa,200.0,200.0,140.0,20.0,default,32,41,76.0,-300.0,376.0,True,0,0,2,False,True,280.0,4,11,39,4.373050997994142,4.375626698005362
293,ok,openjij-sqa,200.0,200.0,140.0,20.0,default,32,42,224.0,-300.0,524.0,True,0,0,3,False,False,420.0,5,10,62,4.947426703991368,4.9501435040001525
294,ok,openjij-sqa,200.0,200.0,140.0,20.0,default,32,43,200.0,-300.0,500.0,True,0,0,3,False,False,420.0,9,6,70,4.405233907004003,4.408106107002823
295,ok,openjij-sqa,200.0,200.0,140.0,20.0,default,32,44,92.0,-300.0,392.0,True,0,0,2,False,True,280.0,3,12,29,4.532805102993734,4.535366903000977
296,ok,openjij-sqa,200.0,200.0,140.0,25.0,default,32,40,-165.0,-375.0,210.0,True,0,0,1,False,True,140.0,10,5,18,4.480445002001943,4.499600401992211
297,ok,openjij-sqa,200.0,200.0,140.0,25.0,default,32,41,-150.0,-375.0,225.0,True,0,0,1,False,True,140.0,8,7,22,4.39499250499648,4.3980026049976
298,ok,openjij-sqa,200.0,200.0,140.0,25.0,default,32,42,45.0,-375.0,420.0,True,0,0,2,False,True,280.0,6,9,48,4.4817433079879265,4.4843488079932285
299,ok,openjij-sqa,200.0,200.0,140.0,25.0,default,32,43,5.0,-375.0,380.0,True,0,0,2,False,True,280.0,6,9,45,4.52406761200109,4.5265603120060405
300,ok,openjij-sqa,200.0,200.0,140.0,25.0,default,32,44,45.0,-375.0,420.0,True,0,0,2,False,True,280.0,2,13,56,4.500047216992243,4.502714817004744
301,ok,openjij-sqa,200.0,200.0,160.0,10.0,default,32,40,222.0,-150.0,372.0,True,0,0,2,False,True,320.0,4,11,20,4.416185121997842,4.4187229219969595
302,ok,openjij-sqa,200.0,200.0,160.0,10.0,default,32,41,220.0,-150.0,370.0,True,0,0,2,False,True,320.0,6,9,33,4.467119613997056,4.469712413992966
303,ok,openjij-sqa,200.0,200.0,160.0,10.0,default,32,42,206.0,-150.0,356.0,True,0,0,2,False,True,320.0,9,6,49,4.448966512994957,4.451487013007863
304,ok,openjij-sqa,200.0,200.0,160.0,10.0,default,32,43,212.0,-150.0,362.0,True,0,0,2,False,True,320.0,6,9,61,4.382858133001719,4.3855594329943415
305,ok,openjij-sqa,200.0,200.0,160.0,10.0,default,32,44,384.0,-150.0,534.0,True,0,0,3,False,False,480.0,2,13,61,4.404272829997353,4.407242929999484
306,ok,openjij-sqa,200.0,200.0,160.0,15.0,default,32,40,-14.0,-225.0,211.0,True,0,0,1,False,True,160.0,7,8,36,4.429553500987822,4.432208500991692
307,ok,openjij-sqa,200.0,200.0,160.0,15.0,default,32,41,-11.0,-225.0,214.0,True,0,0,1,False,True,160.0,5,10,39,4.479110297004809,4.48211099699256
308,ok,openjij-sqa,200.0,200.0,160.0,15.0,default,32,42,167.0,-225.0,392.0,True,0,0,2,False,True,320.0,2,13,56,4.529441190010402,4.532046189997345
309,ok,openjij-sqa,200.0,200.0,160.0,15.0,default,32,43,-14.0,-225.0,211.0,True,0,0,1,False,True,160.0,5,10,24,4.4243600990012055,4.427196899006958
310,ok,openjij-sqa,200.0,200.0,160.0,15.0,default,32,44,-20.0,-225.0,205.0,True,0,0,1,False,True,160.0,8,7,46,4.567744605999906,4.570295905999956
311,ok,openjij-sqa,200.0,200.0,160.0,20.0,default,32,40,108.0,-300.0,408.0,True,0,0,2,False,True,320.0,6,9,22,4.601738205004949,4.6042651050083805
312,ok,openjij-sqa,200.0,200.0,160.0,20.0,default,32,41,128.0,-300.0,428.0,True,0,0,2,False,True,320.0,3,12,43,4.429028302998631,4.431644402997335
313,ok,openjij-sqa,200.0,200.0,160.0,20.0,default,32,42,92.0,-300.0,392.0,True,0,0,2,False,True,320.0,7,8,11,4.4836435970064485,4.486390796999331
314,ok,openjij-sqa,200.0,200.0,160.0,20.0,default,32,43,296.0,-300.0,596.0,True,0,0,3,False,False,480.0,2,13,53,4.391642596994643,4.394541397006833
315,ok,openjij-sqa,200.0,200.0,160.0,20.0,default,32,44,-84.0,-300.0,216.0,True,0,0,1,False,True,160.0,8,7,12,4.447585098998388,4.4505956990033155
316,ok,openjij-sqa,200.0,200.0,160.0,25.0,default,32,40,10.0,-375.0,385.0,True,0,0,2,False,True,320.0,12,3,40,4.811134961011703,4.813705660999403
317,ok,openjij-sqa,200.0,200.0,160.0,25.0,default,32,41,50.0,-375.0,425.0,True,0,0,2,False,True,320.0,8,7,61,7.475980080009322,7.478608780002105
318,ok,openjij-sqa,200.0,200.0,160.0,25.0,default,32,42,60.0,-375.0,435.0,True,0,0,2,False,True,320.0,5,10,20,4.478415563004091,4.4810825629974715
319,ok,openjij-sqa,200.0,200.0,160.0,25.0,default,32,43,70.0,-375.0,445.0,True,0,0,2,False,True,320.0,6,9,33,5.149167583003873,5.152411182993092
320,ok,openjij-sqa,200.0,200.0,160.0,25.0,default,32,44,50.0,-375.0,425.0,True,0,0,2,False,True,320.0,7,8,22,4.542236558991135,4.54509785900882
