case,reads_used,qubo_variables,count_penalty,degree_penalty,reward_scale,seed,energy,true_energy,energy_gap,ground_hit,valid_edge_path,selected_edge_count,edge_count_violation,in_degree_violations,out_degree_violations,selected_adjacent_correct,selected_jump_correct,selected_wrong,anneal_sec,total_sec
1,8,22,100.0,120.0,20.0,44,-140.0,-140.0,0.0,True,True,7,0,0,0,7,0,0,4.08709821499906,4.087298116000966
2,16,54,100.0,120.0,20.0,44,-300.0,-300.0,0.0,True,True,15,0,0,0,15,0,0,2.7584647220010083,2.758937122000134
