case,reads_used,qubo_variables,count_penalty,degree_penalty,reward_scale,seed,energy,true_energy,energy_gap,ground_hit,valid_edge_path,selected_edge_count,edge_count_violation,in_degree_violations,out_degree_violations,selected_adjacent_correct,selected_jump_correct,selected_wrong,anneal_sec,total_sec
1,16,54,100.0,120.0,20.0,40,-300.0,-300.0,0.0,True,True,15,0,0,0,15,0,0,4.73531955100043,4.735726651000732
2,16,54,100.0,120.0,20.0,41,-300.0,-300.0,0.0,True,True,15,0,0,0,15,0,0,2.3807581840010243,2.3812227840007836
3,16,54,100.0,120.0,20.0,42,-300.0,-300.0,0.0,True,True,15,0,0,0,15,0,0,2.348466460000054,2.3493707599991467
4,16,54,100.0,120.0,20.0,43,-300.0,-300.0,0.0,True,True,15,0,0,0,15,0,0,2.386769231001381,2.3873403310008143
5,16,54,100.0,120.0,20.0,44,-300.0,-300.0,0.0,True,True,15,0,0,0,15,0,0,2.3278437219996704,2.3285247220010206
6,35,131,100.0,120.0,20.0,40,-680.0,-680.0,0.0,True,True,34,0,0,0,34,0,0,5.25927030999992,5.261615409999649
7,35,131,100.0,120.0,20.0,41,-680.0,-680.0,0.0,True,True,34,0,0,0,34,0,0,5.112294857999586,5.11450855899966
8,35,131,100.0,120.0,20.0,42,-680.0,-680.0,0.0,True,True,34,0,0,0,34,0,0,5.076773823999247,5.078788824001094
9,35,131,100.0,120.0,20.0,43,-680.0,-680.0,0.0,True,True,34,0,0,0,34,0,0,5.026139493000301,5.028444193001633
10,35,131,100.0,120.0,20.0,44,-680.0,-680.0,0.0,True,True,34,0,0,0,34,0,0,5.083860669001297,5.086263868999595
