case,reads_used,qubo_variables,count_penalty,degree_penalty,reward_scale,seed,energy,true_energy,energy_gap,ground_hit,valid_edge_path,selected_edge_count,edge_count_violation,in_degree_violations,out_degree_violations,selected_adjacent_correct,selected_jump_correct,selected_wrong,anneal_sec,total_sec
1,100,395,40.0,60.0,20.0,42,-1908.0,-1980.0,72.0,False,False,99,0,0,1,97,2,0,21.77844157100003,21.79854507099992
2,100,395,40.0,60.0,20.0,43,-1980.0,-1980.0,0.0,True,True,99,0,0,0,99,0,0,19.712388204000035,19.756830803999947
3,100,395,40.0,60.0,20.0,44,-1980.0,-1980.0,0.0,True,True,99,0,0,0,99,0,0,19.58927804300015,19.627969942999925
4,100,395,40.0,60.0,20.0,45,-1860.0,-1980.0,120.0,False,False,99,0,0,1,91,8,0,19.495921929000133,19.53429102400014
5,100,395,40.0,60.0,20.0,46,-1980.0,-1980.0,0.0,True,True,99,0,0,0,99,0,0,20.647332561999974,20.688709760999927
6,100,395,40.0,60.0,20.0,47,-1980.0,-1980.0,0.0,True,True,99,0,0,0,99,0,0,19.44281752300003,19.483855523000102
7,100,395,40.0,60.0,20.0,48,-1980.0,-1980.0,0.0,True,True,99,0,0,0,99,0,0,17.621915691999902,17.661574091000148
8,100,395,40.0,60.0,20.0,49,-1980.0,-1980.0,0.0,True,True,99,0,0,0,99,0,0,16.551092815999937,16.58528701599994
