case,status,backend,read_penalty,position_penalty,missing_penalty,reward_scale,beta,trotter,energy,true_energy,energy_gap,valid,read_violations,position_violations,adjacent_correct,wrong_adjacencies,inversions,anneal_sec,total_sec
26,ok,openjij-sqa,100.0,100.0,40.0,20.0,default,32,-148.0,-300.0,152.0,True,0,0,8,7,7,17.25363874500181,17.25637054500112
27,ok,openjij-sqa,100.0,100.0,40.0,25.0,default,32,-145.0,-375.0,230.0,True,0,0,8,7,68,13.22108165499958,13.223669455001072
28,ok,openjij-sqa,100.0,100.0,40.0,30.0,default,32,-238.0,-450.0,212.0,True,0,0,4,11,45,12.472933056000329,12.475909255997976
29,ok,openjij-sqa,100.0,100.0,40.0,35.0,default,32,-284.0,-525.0,241.0,True,0,0,7,8,29,12.57136164700205,12.573826946994814
30,ok,openjij-sqa,100.0,100.0,40.0,40.0,default,32,-376.0,-600.0,224.0,True,0,0,7,8,37,12.41887720899831,12.421459108998533
31,ok,openjij-sqa,100.0,100.0,50.0,20.0,default,32,-30.0,-300.0,270.0,True,0,0,5,10,55,12.65860292200523,12.661593321994587
32,ok,openjij-sqa,100.0,100.0,50.0,25.0,default,32,-175.0,-375.0,200.0,True,0,0,7,8,46,12.434603647998301,12.437148648001312
33,ok,openjij-sqa,100.0,100.0,50.0,30.0,default,32,-236.0,-450.0,214.0,True,0,0,8,7,53,12.534098149000783,12.53660434899939
34,ok,openjij-sqa,100.0,100.0,50.0,35.0,default,32,-257.0,-525.0,268.0,True,0,0,7,8,64,12.570265509995806,12.572914010001114
35,ok,openjij-sqa,100.0,100.0,50.0,40.0,default,32,-324.0,-600.0,276.0,True,0,0,7,8,18,12.51482149399817,12.517450993997045
36,ok,openjij-sqa,100.0,100.0,60.0,20.0,default,32,-52.0,-300.0,248.0,True,0,0,3,12,25,12.663728293999156,12.666352694002853
37,ok,openjij-sqa,100.0,100.0,60.0,25.0,default,32,-230.0,-375.0,145.0,True,0,0,6,9,19,12.46112325500144,12.463673655001912
38,ok,openjij-sqa,100.0,100.0,60.0,30.0,default,32,-216.0,-450.0,234.0,True,0,0,8,7,17,12.549253445999057,12.551930046000052
39,ok,openjij-sqa,100.0,100.0,60.0,35.0,default,32,-346.0,-525.0,179.0,True,0,0,6,9,24,12.436588422999193,12.439160423004068
40,ok,openjij-sqa,100.0,100.0,60.0,40.0,default,32,-312.0,-600.0,288.0,True,0,0,4,11,15,12.732052824001585,12.734802323997428
41,ok,openjij-sqa,150.0,150.0,30.0,20.0,default,32,-136.0,-300.0,164.0,True,0,0,4,11,28,12.85692244299571,12.859406242998375
42,ok,openjij-sqa,150.0,150.0,30.0,25.0,default,32,-35.0,-375.0,340.0,True,0,0,3,12,61,12.812654353998369,12.81535585399979
43,ok,openjij-sqa,150.0,150.0,30.0,30.0,default,32,-204.0,-450.0,246.0,True,0,0,5,10,13,13.032247702998575,13.034732003005047
44,ok,openjij-sqa,150.0,150.0,30.0,35.0,default,32,-267.0,-525.0,258.0,True,0,0,7,8,18,14.53355987300165,14.536050873000931
45,ok,openjij-sqa,150.0,150.0,30.0,40.0,default,32,-396.0,-600.0,204.0,True,0,0,8,7,13,13.630074225002318,13.633105425004032
46,ok,openjij-sqa,150.0,150.0,40.0,20.0,default,32,-84.0,-300.0,216.0,True,0,0,7,8,14,12.678220071000396,12.680747270998836
47,ok,openjij-sqa,150.0,150.0,40.0,25.0,default,32,-195.0,-375.0,180.0,True,0,0,7,8,44,12.87109279500146,12.873608195004635
48,ok,openjij-sqa,150.0,150.0,40.0,30.0,default,32,-250.0,-450.0,200.0,True,0,0,7,8,69,12.989340520995029,12.99193852100143
49,ok,openjij-sqa,150.0,150.0,40.0,35.0,default,32,-277.0,-525.0,248.0,True,0,0,6,9,16,16.636355082999216,16.638993882996147
50,ok,openjij-sqa,150.0,150.0,40.0,40.0,default,32,-272.0,-600.0,328.0,True,0,0,5,10,75,16.224497951996455,16.22918025200488
51,ok,openjij-sqa,150.0,150.0,50.0,20.0,default,32,-104.0,-300.0,196.0,True,0,0,5,10,32,12.618103997003345,12.622106096998323
52,ok,openjij-sqa,150.0,150.0,50.0,25.0,default,32,-110.0,-375.0,265.0,True,0,0,7,8,76,14.034307406000153,14.037485806002223
53,ok,openjij-sqa,150.0,150.0,50.0,30.0,default,32,-248.0,-450.0,202.0,True,0,0,8,7,21,12.953632463002577,12.95636116300011
54,ok,openjij-sqa,150.0,150.0,50.0,35.0,default,32,-193.0,-525.0,332.0,True,0,0,5,10,59,13.694567095997627,13.698065896001935
55,ok,openjij-sqa,150.0,150.0,50.0,40.0,default,32,-332.0,-600.0,268.0,True,0,0,6,9,64,14.233125075996213,14.235945376000018
56,ok,openjij-sqa,150.0,150.0,60.0,20.0,default,32,-80.0,-300.0,220.0,True,0,0,4,11,33,14.272863172001962,14.275863271999697
57,ok,openjij-sqa,150.0,150.0,60.0,25.0,default,32,-60.0,-375.0,315.0,True,0,0,6,9,12,11.884004913001263,11.886804513000243
58,ok,openjij-sqa,150.0,150.0,60.0,30.0,default,32,-312.0,-450.0,138.0,True,0,0,9,6,35,11.986345145996893,11.988895946000412
59,ok,openjij-sqa,150.0,150.0,60.0,35.0,default,32,-381.0,-525.0,144.0,True,0,0,10,5,47,12.226296986002126,12.229122386001109
60,ok,openjij-sqa,150.0,150.0,60.0,40.0,default,32,-352.0,-600.0,248.0,True,0,0,9,6,46,12.151866047999647,12.156940947999828
