case,reads_used,edge_limit,candidate_edges,qubo_variables,quadratic_terms,degree_penalty,isolate_penalty,path_break_penalty,path_count_cap_penalty,reward_scale,seed,energy,true_energy,energy_gap,ground_hit,valid_path_cover,single_path_layout,path_count,selected_edge_count,source_constraint_violations,sink_constraint_violations,in_degree_violations,out_degree_violations,isolated_node_count,uncovered_node_count,selected_adjacent_correct,selected_jump_correct,selected_wrong,anneal_sec,total_sec
1,35,all,131,201,1280,120.0,160.0,10.0,80.0,40.0,42,-1200.0000000000146,-1360.0,159.99999999998545,False,True,False,2,33,0,0,0,0,0,0,31,2,0,18.744556317004026,18.745229217005544
2,35,all,131,201,1280,120.0,160.0,10.0,80.0,40.0,44,-1360.0000000000146,-1360.0,-1.4551915228366852e-11,True,True,True,1,34,0,0,0,0,0,0,34,0,0,17.341083060004166,17.341875559999608
3,35,all,131,201,1280,120.0,160.0,10.0,120.0,40.0,42,-1360.0,-1360.0,0.0,True,True,True,1,34,0,0,0,0,0,0,34,0,0,17.004809853999177,17.0055973540002
4,35,all,131,201,1280,120.0,160.0,10.0,120.0,40.0,44,-1360.0,-1360.0,0.0,True,True,True,1,34,0,0,0,0,0,0,34,0,0,16.762410028008162,16.763195227991673
5,35,all,131,201,1280,160.0,160.0,10.0,80.0,40.0,42,-960.0000000000018,-1360.0,399.9999999999982,False,True,False,2,33,0,0,0,0,0,0,20,13,0,17.080262596005923,17.08121569600189
6,35,all,131,201,1280,160.0,160.0,10.0,80.0,40.0,44,-1054.4000000000015,-1360.0,305.59999999999854,False,True,False,2,33,0,0,0,0,0,0,23,10,0,17.682161739008734,17.682954838994192
7,35,all,131,201,1280,160.0,160.0,10.0,120.0,40.0,42,-852.8000000000138,-1360.0,507.1999999999862,False,True,False,2,33,0,0,0,0,0,0,19,14,0,18.88178139300726,18.8830148929992
8,35,all,131,201,1280,160.0,160.0,10.0,120.0,40.0,44,-1171.2000000000153,-1360.0,188.79999999998472,False,True,False,2,33,0,0,0,0,0,0,31,2,0,20.023289960008697,20.025017759995535
