genome_len,seed,read_len,step,true_adjacent_overlap,mismatch_rate,expected_pairwise_identity,reads,pairs_scanned,min_overlap,min_identity,fft_raw_candidates,fft_raw_adjacent,fft_raw_jump,fft_raw_wrong,fft_raw_missing_adjacent,fft_raw_precision,fft_raw_recall,fft_best_candidates,fft_best_adjacent,fft_best_wrong,fft_best_missing_adjacent,fft_best_precision,fft_best_recall,fft_seconds,c_fft_raw_candidates,c_fft_raw_adjacent,c_fft_raw_jump,c_fft_raw_wrong,c_fft_raw_missing_adjacent,c_fft_raw_precision,c_fft_raw_recall,c_fft_best_candidates,c_fft_best_adjacent,c_fft_best_wrong,c_fft_best_missing_adjacent,c_fft_best_precision,c_fft_best_recall,c_fft_seconds,speedup_python_fft_vs_c_fft,c_raw_common_edges,c_raw_only_python_fft,c_raw_only_c_fft,c_best_common_edges,c_best_only_python_fft,c_best_only_c_fft,c_fft_status,minimap_raw_candidates,minimap_raw_adjacent,minimap_raw_jump,minimap_raw_wrong,minimap_raw_missing_adjacent,minimap_raw_precision,minimap_raw_recall,minimap_best_candidates,minimap_best_adjacent,minimap_best_wrong,minimap_best_missing_adjacent,minimap_best_precision,minimap_best_recall,minimap_seconds,speedup_minimap_vs_fft,raw_common_edges,raw_only_fft,raw_only_minimap,best_common_edges,best_only_fft,best_only_minimap,minimap_status,minimap_extra_args
6000,20260618,1500,500,1000,0.06,0.8847999999999999,10,90,400,0.75,17,9,8,0,0,1.0,1.0,9,9,0,0,1.0,1.0,0.11178143100000426,17,9,8,0,0,1.0,1.0,9,9,0,0,1.0,1.0,0.03602391,3.1029788548773376,17,0,0,9,0,0,ok,10,6,4,0,3,1.0,0.6666666666666666,7,6,0,3,1.0,0.6666666666666666,0.007385403000000679,15.13545449043119,10,7,0,6,3,1,ok,
6000,20260619,1500,500,1000,0.06,0.8847999999999999,10,90,400,0.75,17,9,8,0,0,1.0,1.0,9,9,0,0,1.0,1.0,0.09668252699999869,17,9,8,0,0,1.0,1.0,9,9,0,0,1.0,1.0,0.034806709,2.777698029422968,17,0,0,9,0,0,ok,10,5,5,0,4,1.0,0.5555555555555556,7,5,0,4,1.0,0.5555555555555556,0.00442300099999926,21.859033493326105,10,7,0,5,4,2,ok,
