genome_len,seed,read_len,step,true_adjacent_overlap,mismatch_rate,expected_pairwise_identity,reads,pairs_scanned,min_overlap,min_identity,fft_raw_candidates,fft_raw_adjacent,fft_raw_jump,fft_raw_wrong,fft_raw_missing_adjacent,fft_raw_precision,fft_raw_recall,fft_best_candidates,fft_best_adjacent,fft_best_wrong,fft_best_missing_adjacent,fft_best_precision,fft_best_recall,fft_seconds,c_fft_raw_candidates,c_fft_raw_adjacent,c_fft_raw_jump,c_fft_raw_wrong,c_fft_raw_missing_adjacent,c_fft_raw_precision,c_fft_raw_recall,c_fft_best_candidates,c_fft_best_adjacent,c_fft_best_wrong,c_fft_best_missing_adjacent,c_fft_best_precision,c_fft_best_recall,c_fft_seconds,speedup_python_fft_vs_c_fft,c_raw_common_edges,c_raw_only_python_fft,c_raw_only_c_fft,c_best_common_edges,c_best_only_python_fft,c_best_only_c_fft,c_fft_status,minimap_raw_candidates,minimap_raw_adjacent,minimap_raw_jump,minimap_raw_wrong,minimap_raw_missing_adjacent,minimap_raw_precision,minimap_raw_recall,minimap_best_candidates,minimap_best_adjacent,minimap_best_wrong,minimap_best_missing_adjacent,minimap_best_precision,minimap_best_recall,minimap_seconds,speedup_minimap_vs_fft,raw_common_edges,raw_only_fft,raw_only_minimap,best_common_edges,best_only_fft,best_only_minimap,minimap_status,minimap_extra_args
12000,20260618,1500,500,1000,0.1,0.8133333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.48512329400000453,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.157762698,3.075019001006211,41,0,0,21,0,0,ok,35,18,17,0,3,1.0,0.8571428571428571,19,18,0,3,1.0,0.8571428571428571,0.010138200000000097,47.85102819040854,35,6,0,18,3,1,ok,-k9 -w3 -n2 -m20
12000,20260619,1500,500,1000,0.1,0.8133333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.46755099399999267,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.156450398,2.988493477657965,41,0,0,21,0,0,ok,35,18,17,0,3,1.0,0.8571428571428571,20,18,0,3,1.0,0.8571428571428571,0.008927700000015193,52.370822720207556,35,6,0,18,3,2,ok,-k9 -w3 -n2 -m20
12000,20260620,1500,500,1000,0.1,0.8133333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.46865819399999964,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.157681698,2.9721787623063243,41,0,0,21,0,0,ok,36,19,17,0,2,1.0,0.9047619047619048,21,19,0,2,1.0,0.9047619047619048,0.008673999999984972,54.03022757675947,36,5,0,19,2,2,ok,-k9 -w3 -n2 -m20
12000,20260621,1500,500,1000,0.1,0.8133333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.472087393999999,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.154818598,3.0492938193381587,41,0,0,21,0,0,ok,38,21,17,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.008605200000005198,54.86071143026471,38,3,0,21,0,0,ok,-k9 -w3 -n2 -m20
12000,20260622,1500,500,1000,0.1,0.8133333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.49853989400000387,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.164570798,3.029333879756747,41,0,0,21,0,0,ok,37,19,18,0,2,1.0,0.9047619047619048,21,19,0,2,1.0,0.9047619047619048,0.008413200000006782,59.25686944320853,37,4,0,19,2,2,ok,-k9 -w3 -n2 -m20
12000,20260618,1500,500,1000,0.12,0.7792,22,462,400,0.75,39,21,18,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.46712019399998894,39,21,18,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.154220598,3.02890923818094,39,0,0,21,0,0,ok,28,16,12,0,5,1.0,0.7619047619047619,18,16,0,5,1.0,0.7619047619047619,0.008716700000007904,53.589109869510864,27,12,1,16,5,2,ok,-k9 -w3 -n2 -m20
12000,20260619,1500,500,1000,0.12,0.7792,22,462,400,0.75,40,21,19,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.47260169399999086,40,21,19,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.156761898,3.0147739982070823,40,0,0,21,0,0,ok,30,15,15,0,6,1.0,0.7142857142857143,21,15,0,6,1.0,0.7142857142857143,0.008694800000000669,54.35452155310697,29,11,1,15,6,6,ok,-k9 -w3 -n2 -m20
12000,20260620,1500,500,1000,0.12,0.7792,22,462,400,0.75,39,21,18,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.46998109399999066,39,21,18,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.1558208,3.01616404228441,39,0,0,21,0,0,ok,25,12,13,0,9,1.0,0.5714285714285714,17,12,0,9,1.0,0.5714285714285714,0.008934000000010656,52.60589814186592,23,16,2,12,9,5,ok,-k9 -w3 -n2 -m20
12000,20260621,1500,500,1000,0.12,0.7792,22,462,400,0.75,38,20,18,0,1,1.0,0.9523809523809523,21,20,0,1,1.0,0.9523809523809523,0.4733253040000136,38,20,18,0,1,1.0,0.9523809523809523,21,20,0,1,1.0,0.9523809523809523,0.159006701,2.976763249745139,38,0,0,21,0,0,ok,28,14,14,0,7,1.0,0.6666666666666666,20,14,0,7,1.0,0.6666666666666666,0.008603899999997111,55.01287834588646,26,12,2,13,8,7,ok,-k9 -w3 -n2 -m20
12000,20260622,1500,500,1000,0.12,0.7792,22,462,400,0.75,40,21,19,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.4691819040000098,40,21,19,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.157360902,2.98156592925484,40,0,0,21,0,0,ok,28,15,13,0,6,1.0,0.7142857142857143,20,15,0,6,1.0,0.7142857142857143,0.0090166000000238,52.035346361019826,28,12,0,15,6,5,ok,-k9 -w3 -n2 -m20
