genome_len,seed,read_len,step,true_adjacent_overlap,mismatch_rate,expected_pairwise_identity,reads,pairs_scanned,min_overlap,min_identity,fft_raw_candidates,fft_raw_adjacent,fft_raw_jump,fft_raw_wrong,fft_raw_missing_adjacent,fft_raw_precision,fft_raw_recall,fft_best_candidates,fft_best_adjacent,fft_best_wrong,fft_best_missing_adjacent,fft_best_precision,fft_best_recall,fft_seconds,c_fft_raw_candidates,c_fft_raw_adjacent,c_fft_raw_jump,c_fft_raw_wrong,c_fft_raw_missing_adjacent,c_fft_raw_precision,c_fft_raw_recall,c_fft_best_candidates,c_fft_best_adjacent,c_fft_best_wrong,c_fft_best_missing_adjacent,c_fft_best_precision,c_fft_best_recall,c_fft_seconds,speedup_python_fft_vs_c_fft,c_raw_common_edges,c_raw_only_python_fft,c_raw_only_c_fft,c_best_common_edges,c_best_only_python_fft,c_best_only_c_fft,c_fft_status,minimap_raw_candidates,minimap_raw_adjacent,minimap_raw_jump,minimap_raw_wrong,minimap_raw_missing_adjacent,minimap_raw_precision,minimap_raw_recall,minimap_best_candidates,minimap_best_adjacent,minimap_best_wrong,minimap_best_missing_adjacent,minimap_best_precision,minimap_best_recall,minimap_seconds,speedup_minimap_vs_fft,raw_common_edges,raw_only_fft,raw_only_minimap,best_common_edges,best_only_fft,best_only_minimap,minimap_status,minimap_extra_args
12000,20260618,1500,500,1000,0.0,1.0,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.4960844430000009,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.160224282,3.0961876490106595,41,0,0,21,0,0,ok,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.007440799999997694,66.67084762393219,41,0,0,21,0,0,ok,
12000,20260619,1500,500,1000,0.0,1.0,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.47505184499999586,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.156046882,3.0442892476377446,41,0,0,21,0,0,ok,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.007364798999994093,64.50302920695825,41,0,0,21,0,0,ok,
12000,20260620,1500,500,1000,0.0,1.0,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.47481024500000046,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.158921982,2.9876939553900135,41,0,0,21,0,0,ok,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.007638698999997473,62.15852267515156,41,0,0,21,0,0,ok,
12000,20260621,1500,500,1000,0.0,1.0,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.4809793449999944,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.185703078,2.590045087997919,41,0,0,21,0,0,ok,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.00759509899999955,63.327593886534316,41,0,0,21,0,0,ok,
12000,20260622,1500,500,1000,0.0,1.0,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.4808755439999999,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.160444382,2.997147908862274,41,0,0,21,0,0,ok,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.007410399000001178,64.89199083611064,41,0,0,21,0,0,ok,
12000,20260618,1500,500,1000,0.02,0.9605333333333332,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.4777478450000032,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.158514382,3.013908510837857,41,0,0,21,0,0,ok,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.007395799000001091,64.59719159484091,41,0,0,21,0,0,ok,
12000,20260619,1500,500,1000,0.02,0.9605333333333332,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.48775554200000215,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.15973138,3.053598748098227,41,0,0,21,0,0,ok,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.006981498999991231,69.86401373123662,41,0,0,21,0,0,ok,
12000,20260620,1500,500,1000,0.02,0.9605333333333332,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.48010974000000317,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.15749218,3.048467168338156,41,0,0,21,0,0,ok,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.007185199000005582,66.81926833197384,41,0,0,21,0,0,ok,
12000,20260621,1500,500,1000,0.02,0.9605333333333332,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.47702034099999935,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.15709968,3.0364182855114623,41,0,0,21,0,0,ok,40,20,20,0,1,1.0,0.9523809523809523,21,20,0,1,1.0,0.9523809523809523,0.007532498999992754,63.32829795270577,40,1,0,20,1,1,ok,
12000,20260622,1500,500,1000,0.02,0.9605333333333332,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.4812251399999923,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.15834928,3.0390105973326325,41,0,0,21,0,0,ok,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.007185899000006657,66.96797992840513,41,0,0,21,0,0,ok,
