genome_len,seed,read_len,step,true_adjacent_overlap,mismatch_rate,expected_pairwise_identity,reads,pairs_scanned,min_overlap,min_identity,fft_raw_candidates,fft_raw_adjacent,fft_raw_jump,fft_raw_wrong,fft_raw_missing_adjacent,fft_raw_precision,fft_raw_recall,fft_best_candidates,fft_best_adjacent,fft_best_wrong,fft_best_missing_adjacent,fft_best_precision,fft_best_recall,fft_seconds,c_fft_raw_candidates,c_fft_raw_adjacent,c_fft_raw_jump,c_fft_raw_wrong,c_fft_raw_missing_adjacent,c_fft_raw_precision,c_fft_raw_recall,c_fft_best_candidates,c_fft_best_adjacent,c_fft_best_wrong,c_fft_best_missing_adjacent,c_fft_best_precision,c_fft_best_recall,c_fft_seconds,speedup_python_fft_vs_c_fft,c_raw_common_edges,c_raw_only_python_fft,c_raw_only_c_fft,c_best_common_edges,c_best_only_python_fft,c_best_only_c_fft,c_fft_status,minimap_raw_candidates,minimap_raw_adjacent,minimap_raw_jump,minimap_raw_wrong,minimap_raw_missing_adjacent,minimap_raw_precision,minimap_raw_recall,minimap_best_candidates,minimap_best_adjacent,minimap_best_wrong,minimap_best_missing_adjacent,minimap_best_precision,minimap_best_recall,minimap_seconds,speedup_minimap_vs_fft,raw_common_edges,raw_only_fft,raw_only_minimap,best_common_edges,best_only_fft,best_only_minimap,minimap_status,minimap_extra_args
12000,20260618,1500,500,1000,0.06,0.8847999999999999,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.5069332319999944,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.15703001,3.2282570191519087,41,0,0,21,0,0,ok,40,20,20,0,1,1.0,0.9523809523809523,20,20,0,1,1.0,0.9523809523809523,0.007450699999992594,68.03833626377364,40,1,0,20,1,0,ok,-k11 -w5
12000,20260619,1500,500,1000,0.06,0.8847999999999999,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.48558223000000567,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.15566681,3.119369054970714,41,0,0,21,0,0,ok,39,20,19,0,1,1.0,0.9523809523809523,21,20,0,1,1.0,0.9523809523809523,0.0075046999999983655,64.70374965023404,39,2,0,20,1,1,ok,-k11 -w5
12000,20260620,1500,500,1000,0.06,0.8847999999999999,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.4846665299999984,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.15723451,3.082443733249135,41,0,0,21,0,0,ok,39,20,19,0,1,1.0,0.9523809523809523,21,20,0,1,1.0,0.9523809523809523,0.00776079999999979,62.45058885682037,39,2,0,20,1,1,ok,-k11 -w5
12000,20260621,1500,500,1000,0.06,0.8847999999999999,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.4917393300000015,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.156949809,3.1330992572281593,41,0,0,21,0,0,ok,40,21,19,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.006869401000002995,71.58401875211348,40,1,0,21,0,0,ok,-k11 -w5
12000,20260622,1500,500,1000,0.06,0.8847999999999999,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.49244543100000726,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.16174001,3.044672935286744,41,0,0,21,0,0,ok,38,20,18,0,1,1.0,0.9523809523809523,21,20,0,1,1.0,0.9523809523809523,0.007205300999999054,68.34487983223352,38,3,0,20,1,1,ok,-k11 -w5
12000,20260618,1500,500,1000,0.08,0.8485333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.49586863100000755,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.178686441,2.7750769908725617,41,0,0,21,0,0,ok,34,17,17,0,4,1.0,0.8095238095238095,19,17,0,4,1.0,0.8095238095238095,0.0073360070000063615,67.59380559472987,34,7,0,17,4,2,ok,-k11 -w5
12000,20260619,1500,500,1000,0.08,0.8485333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.5129478800000129,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.156907647,3.2691069543603115,41,0,0,21,0,0,ok,32,17,15,0,4,1.0,0.8095238095238095,20,17,0,4,1.0,0.8095238095238095,0.007176606999991009,71.47498532393588,32,9,0,17,4,3,ok,-k11 -w5
12000,20260620,1500,500,1000,0.08,0.8485333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.48882795800000167,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.156534146,3.122819975649285,41,0,0,21,0,0,ok,34,19,15,0,2,1.0,0.9047619047619048,21,19,0,2,1.0,0.9047619047619048,0.0068469069999963494,71.39398242159011,34,7,0,19,2,2,ok,-k11 -w5
12000,20260621,1500,500,1000,0.08,0.8485333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.48983595800000046,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.156928746,3.1213908890854225,41,0,0,21,0,0,ok,34,18,16,0,3,1.0,0.8571428571428571,19,18,0,3,1.0,0.8571428571428571,0.006860507000013172,71.39938170736653,34,7,0,18,3,1,ok,-k11 -w5
12000,20260622,1500,500,1000,0.08,0.8485333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.49786766599999055,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.155527045,3.201164569158956,41,0,0,21,0,0,ok,26,14,12,0,7,1.0,0.6666666666666666,18,14,0,7,1.0,0.6666666666666666,0.00667050599999186,74.6371663559853,26,15,0,14,7,4,ok,-k11 -w5
12000,20260618,1500,500,1000,0.1,0.8133333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.4832186519999908,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.171899361,2.8110555454594786,41,0,0,21,0,0,ok,14,10,4,0,11,1.0,0.47619047619047616,12,10,0,11,1.0,0.47619047619047616,0.007436906999998882,64.97575564681169,14,27,0,10,11,2,ok,-k11 -w5
12000,20260619,1500,500,1000,0.1,0.8133333333333334,22,462,400,0.75,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.502148070000004,41,21,20,0,0,1.0,1.0,21,21,0,0,1.0,1.0,0.155834994,3.222306217049067,41,0,0,21,0,0,ok,17,8,9,0,13,1.0,0.38095238095238093,15,8,0,13,1.0,0.38095238095238093,0.006747300000000678,74.42207549685854,17,24,0,8,13,7,ok,-k11 -w5
